,core,degree,h,influence,u
5391,1,1,1,1.022,4288
5392,2,2,1,1.022,9895
5393,1,2,1,1.022,7587
5394,1,2,1,1.022,4412
5395,1,2,1,1.022,9932
5396,2,2,1,1.022,2111
5397,1,2,1,1.022,7389
5398,2,2,2,1.022,9903
5399,2,2,2,1.022,4496
5400,1,1,1,1.022,4601
5401,2,2,1,1.022,5057
5402,2,2,1,1.022,4623
5403,1,2,1,1.022,1403
5404,2,2,1,1.022,4707
5405,2,2,2,1.022,4829
5406,1,2,2,1.022,4812
5407,1,2,1,1.022,4834
5408,2,2,2,1.022,1438
5409,1,1,1,1.022,4950
5410,2,2,2,1.022,3264
5411,1,2,1,1.022,3345
5412,2,2,1,1.022,5684
5413,1,2,1,1.022,7459
5414,1,1,1,1.022,5107
5415,1,2,2,1.022,7010
5416,1,2,1,1.022,5348
5417,1,1,1,1.022,1484
5418,1,2,1,1.022,4237
5419,2,2,1,1.022,6773
5420,1,3,1,1.022,1619
5421,1,1,1,1.022,5487
5422,1,2,1,1.022,6852
5423,1,1,1,1.022,1504
5424,2,2,1,1.022,5249
5425,2,2,1,1.022,5327
5426,2,2,1,1.022,1521
5427,1,2,1,1.022,8489
5428,1,2,1,1.022,7391
5429,2,2,1,1.022,1536
5430,1,1,1,1.022,10296
5431,2,2,2,1.022,5599
5432,2,2,1,1.022,3956
5433,1,1,1,1.022,10336
5434,2,2,2,1.022,7810
5435,1,1,1,1.022,5832
5436,2,2,1,1.022,6275
5437,1,2,1,1.022,6031
5438,1,2,1,1.022,8565
5439,2,2,2,1.022,8571
5440,2,2,1,1.022,8576
5441,1,1,1,1.022,1669
5442,2,3,1,1.022,6860
5443,1,1,1,1.022,1698
5444,2,3,1,1.022,7470
5445,2,2,1,1.022,7103
5446,2,2,2,1.022,3204
5447,1,1,1,1.022,8642
5448,1,1,1,1.022,7107
5449,2,2,2,1.022,8669
5450,1,2,1,1.022,6650
5451,1,1,1,1.022,668
5452,2,2,1,1.022,676
5453,1,1,1,1.022,677
5454,2,2,2,1.022,679
5455,2,2,1,1.022,7897
5456,1,3,2,1.022,8701
5457,2,2,1,1.022,4636
5458,2,2,1,1.022,8551
5459,2,2,1,1.022,8752
5460,3,3,3,1.022,6176
5461,1,2,1,1.022,8761
5462,1,1,1,1.022,18
5463,2,2,1,1.022,8770
5464,1,2,1,1.022,4182
5465,2,2,1,1.022,6239
5466,1,2,1,1.022,2389
5467,1,2,2,1.022,1750
5468,1,3,1,1.022,739
5469,1,2,1,1.022,2029
5470,1,2,2,1.022,2036
5471,1,3,1,1.022,2067
5472,2,2,2,1.022,3797
5473,2,2,1,1.022,8849
5474,1,2,1,1.022,4281
5475,2,2,2,1.022,3223
5476,2,2,1,1.022,8887
5477,2,2,1,1.022,2171
5478,1,1,1,1.022,7981
5479,2,2,1,1.022,8917
5480,2,2,1,1.022,2238
5481,2,2,1,1.022,810
5482,1,1,1,1.022,7832
5483,2,2,1,1.022,2303
5484,2,2,2,1.022,5235
5485,2,2,2,1.022,4254
5486,2,2,1,1.022,8995
5487,2,2,1,1.022,376
5488,1,2,1,1.022,186
5489,1,1,1,1.022,9289
5490,2,2,1,1.022,9010
5491,2,2,1,1.022,6166
5492,1,2,1,1.022,189
5493,2,2,1,1.022,6315
5494,1,2,1,1.022,2027
5495,1,1,1,1.022,2421
5496,2,2,2,1.022,859
5497,2,2,1,1.022,96
5498,2,2,1,1.022,2463
5499,2,2,1,1.022,3573
5500,1,2,1,1.022,5456
5501,2,2,2,1.022,1511
5502,2,3,1,1.022,4005
5503,2,2,1,1.022,7684
5504,1,2,1,1.022,393
5505,2,2,2,1.022,3814
5506,1,2,1,1.022,903
5507,2,2,2,1.022,2650
5508,1,2,1,1.022,4681
5509,2,2,1,1.022,938
5510,2,2,1,1.022,1325
5511,2,3,2,1.022,2933
5512,2,2,2,1.022,7693
5513,2,2,1,1.022,4589
5514,1,2,1,1.022,4559
5515,1,2,2,1.022,7117
5516,2,3,3,1.022,1544
5517,2,2,1,1.022,2753
5518,2,2,1,1.022,4945
5519,2,2,2,1.022,6090
5520,2,2,1,1.022,4404
5521,2,2,1,1.022,220
5522,2,2,2,1.022,3669
5523,2,2,1,1.022,2922
5524,2,2,2,1.022,9265
5525,2,2,1,1.022,8107
5526,1,2,1,1.022,3851
5527,2,2,1,1.022,1002
5528,1,1,1,1.022,2901
5529,1,2,1,1.022,5594
5530,2,2,1,1.022,9310
5531,2,2,2,1.022,2950
5532,2,2,1,1.022,3058
5533,2,2,2,1.022,9341
5534,3,3,1,1.022,5300
5535,1,2,1,1.022,3015
5536,2,2,1,1.022,3062
5537,2,2,1,1.022,6083
5538,2,3,2,1.022,3177
5539,2,2,1,1.022,3713
5540,2,2,1,1.022,7436
5541,2,2,1,1.022,3163
5542,1,1,1,1.022,449
5543,2,2,1,1.022,3219
5544,1,2,1,1.022,1089
5545,2,2,1,1.022,7728
5546,2,2,2,1.022,9474
5547,1,2,1,1.022,7543
5548,1,2,2,1.022,7009
5549,1,2,1,1.022,5361
5550,1,2,1,1.022,9513
5551,2,2,2,1.022,10067
5552,1,1,1,1.022,3438
5553,1,2,1,1.022,3440
5554,2,2,2,1.022,7776
5555,2,2,1,1.022,4985
5556,1,2,1,1.022,256
5557,1,2,1,1.022,3537
5558,1,2,2,1.022,3576
5559,2,3,1,1.022,6323
5560,2,2,2,1.022,4096
5561,2,2,1,1.022,9634
5562,2,2,2,1.022,3679
5563,2,2,1,1.022,5210
5564,2,2,1,1.021,3753
5565,2,2,2,1.021,10248
5566,1,2,1,1.021,2327
5567,2,2,1,1.021,3247
5568,1,2,1,1.021,9712
5569,3,3,1,1.021,9717
5570,1,1,1,1.021,7761
5571,2,2,1,1.021,502
5572,1,2,1,1.021,5555
5573,1,2,1,1.021,9767
5574,3,3,3,1.021,4050
5575,2,2,1,1.021,4061
5576,1,1,1,1.021,6477
5577,2,2,1,1.021,5742
5578,1,2,2,1.021,9824
5579,2,2,1,1.021,5523
5580,2,2,2,1.021,4438
5581,2,2,1,1.021,7779
5582,1,1,1,1.021,9859
5583,1,2,1,1.021,4440
5584,3,3,1,1.021,5236
5585,1,2,2,1.021,4312
5586,1,1,1,1.021,4317
5587,1,1,1,1.021,4335
5588,1,2,1,1.021,713
5589,1,2,1,1.021,9925
5590,2,2,2,1.021,8371
5591,2,2,1,1.021,6167
5592,2,2,1,1.021,9968
5593,2,2,1,1.021,9971
5594,2,2,2,1.021,9980
5595,1,2,1,1.021,6291
5596,2,3,1,1.021,6498
5597,1,1,1,1.021,10022
5598,2,2,2,1.021,3649
5599,2,2,1,1.021,9203
5600,2,2,2,1.021,7804
5601,2,2,1,1.021,8415
5602,2,3,2,1.021,1415
5603,1,1,1,1.021,1417
5604,2,2,2,1.021,7811
5605,1,2,1,1.021,3664
5606,2,2,1,1.021,6769
5607,2,2,1,1.021,3911
5608,1,2,1,1.021,572
5609,1,1,1,1.021,301
5610,1,2,1,1.021,8434
5611,1,2,1,1.021,488
5612,1,1,1,1.021,5095
5613,2,3,2,1.021,1471
5614,2,2,1,1.021,10161
5615,1,1,1,1.021,5266
5616,1,3,1,1.021,1064
5617,2,2,1,1.021,3623
5618,1,1,1,1.021,10242
5619,2,2,1,1.021,5417
5620,2,2,2,1.021,5451
5621,1,1,1,1.021,5491
5622,2,2,2,1.021,7835
5623,2,2,1,1.021,10328
5624,3,3,1,1.021,7033
5625,1,1,1,1.021,5724
5626,1,2,1,1.021,5400
5627,1,2,1,1.021,1625
5628,2,2,1,1.021,7400
5629,1,2,1,1.021,10423
5630,2,2,2,1.021,1634
5631,2,2,1,1.021,6140
5632,1,1,1,1.021,7859
5633,2,2,1,1.021,3131
5634,1,3,1,1.021,10480
5635,2,2,1,1.021,6338
5636,1,3,1,1.021,10506
5637,2,2,2,1.021,7270
5638,1,2,1,1.021,7468
5639,1,2,1,1.021,7029
5640,1,2,1,1.021,10523
5641,1,2,1,1.021,8602
5642,1,2,1,1.021,8603
5643,1,2,1,1.021,6940
5644,1,2,2,1.021,6665
5645,2,2,2,1.021,7284
5646,2,3,1,1.021,8631
5647,1,2,1,1.021,3722
5648,1,3,1,1.021,7885
5649,2,2,2,1.021,7893
5650,2,2,2,1.021,670
5651,1,2,1,1.021,8682
5652,2,2,1,1.021,8707
5653,2,2,1,1.021,345
5654,2,2,2,1.021,1932
5655,2,2,1,1.021,711
5656,2,2,1,1.021,1961
5657,2,2,2,1.021,3522
5658,2,2,1,1.021,2011
5659,2,3,3,1.021,6433
5660,1,1,1,1.021,8799
5661,2,2,1,1.021,7496
5662,2,2,2,1.021,8817
5663,2,2,1,1.021,4319
5664,1,2,1,1.021,2015
5665,1,1,1,1.021,7831
5666,1,2,2,1.021,2160
5667,1,2,1,1.021,7331
5668,2,2,2,1.021,2667
5669,1,2,2,1.021,7951
5670,2,2,2,1.021,6545
5671,1,2,1,1.021,765
5672,1,2,1,1.021,2092
5673,1,2,2,1.021,4762
5674,2,2,2,1.021,2640
5675,2,2,2,1.021,8860
5676,1,3,2,1.021,2107
5677,1,1,1,1.021,10570
5678,1,2,1,1.021,4866
5679,1,2,1,1.021,3848
5680,1,1,1,1.021,10629
5681,2,3,3,1.021,5419
5682,3,3,1,1.021,4836
5683,2,2,1,1.021,7998
5684,2,2,2,1.021,8953
5685,2,2,2,1.021,4969
5686,1,2,1,1.021,4249
5687,2,3,1,1.021,2607
5688,1,1,1,1.021,9952
5689,2,2,2,1.021,8978
5690,2,2,1,1.021,6613
5691,2,2,1,1.021,8988
5692,1,2,1,1.021,834
5693,2,2,2,1.021,5637
5694,2,2,1,1.021,5954
5695,2,2,2,1.021,3487
5696,2,2,1,1.021,2428
5697,1,1,1,1.021,5530
5698,1,1,1,1.021,8592
5699,3,3,3,1.021,3051
5700,1,2,1,1.021,9250
5701,2,2,2,1.021,2453
5702,2,3,1,1.021,8030
5703,2,2,1,1.021,8031
5704,2,2,2,1.021,7682
5705,1,2,1,1.021,9080
5706,2,2,1,1.021,3159
5707,1,2,1,1.021,6168
5708,1,2,2,1.021,2555
5709,2,2,2,1.021,688
5710,2,2,2,1.021,404
5711,1,2,1,1.021,2608
5712,2,2,1,1.021,9141
5713,2,2,2,1.021,9148
5714,2,2,1,1.021,1428
5715,2,3,1,1.021,3685
5716,2,2,2,1.021,413
5717,1,2,2,1.021,9176
5718,2,2,2,1.021,7524
5719,3,3,1,1.021,9897
5720,1,1,1,1.021,2725
5721,2,2,1,1.021,4664
5722,1,2,1,1.021,1380
5723,2,2,1,1.021,2758
5724,1,2,1,1.021,9231
5725,1,1,1,1.021,2793
5726,2,2,1,1.021,4774
5727,1,2,1,1.021,7698
5728,1,1,1,1.021,2853
5729,2,2,1,1.021,137
5730,2,2,1,1.021,3077
5731,2,2,2,1.021,14
5732,2,2,2,1.021,6584
5733,1,2,1,1.021,5763
5734,1,2,1,1.021,2126
5735,2,2,2,1.021,6556
5736,2,2,2,1.021,2964
5737,2,2,1,1.021,9332
5738,2,2,1,1.021,2983
5739,2,2,2,1.021,2995
5740,2,2,1,1.021,10467
5741,2,2,1,1.021,8154
5742,1,2,1,1.021,9380
5743,2,2,1,1.021,7534
5744,2,2,1,1.021,3810
5745,2,2,1,1.021,9401
5746,1,1,1,1.021,7437
5747,2,2,1,1.021,3254
5748,2,3,1,1.021,9439
5749,2,2,1,1.021,3199
5750,1,2,2,1.021,3216
5751,1,1,1,1.021,3251
5752,2,2,1,1.021,4230
5753,1,2,1,1.021,4961
5754,2,2,1,1.021,965
5755,1,1,1,1.021,3652
5756,2,2,1,1.021,6741
5757,1,2,1,1.021,8219
5758,2,2,1,1.021,8223
5759,2,2,1,1.021,3673
5760,1,2,1,1.021,1132
5761,2,2,1,1.021,4947
5762,1,1,1,1.021,6506
5763,1,1,1,1.021,3553
5764,1,2,2,1.021,9603
5765,1,2,1,1.021,9609
5766,1,1,1,1.021,3578
5767,3,3,1,1.021,7797
5768,1,2,1,1.021,8258
5769,2,2,2,1.021,9635
5770,2,2,1,1.021,9655
5771,1,2,1,1.02,7253
5772,2,2,1,1.02,9663
5773,2,2,1,1.02,7378
5774,2,2,2,1.02,4970
5775,1,1,1,1.02,1221
5776,1,2,1,1.02,3418
5777,1,2,1,1.02,8533
5778,1,1,1,1.02,3890
5779,1,1,1,1.02,9732
5780,1,2,1,1.02,9750
5781,1,1,1,1.02,3988
5782,1,2,1,1.02,4818
5783,2,2,1,1.02,4058
5784,1,2,2,1.02,4313
5785,2,2,1,1.02,9825
5786,1,2,1,1.02,4185
5787,2,2,2,1.02,9846
5788,2,2,1,1.02,2460
5789,2,2,1,1.02,8344
5790,1,2,2,1.02,4263
5791,1,2,2,1.02,6347
5792,2,2,1,1.02,1320
5793,1,2,1,1.02,8357
5794,2,2,1,1.02,9909
5795,2,2,1,1.02,545
5796,1,2,1,1.02,4534
5797,1,2,1,1.02,8388
5798,2,2,2,1.02,10002
5799,2,2,1,1.02,8392
5800,1,1,1,1.02,4579
5801,1,1,1,1.02,7395
5802,2,2,1,1.02,4817
5803,2,2,2,1.02,2553
5804,2,2,1,1.02,8407
5805,1,2,1,1.02,6080
5806,1,1,1,1.02,8414
5807,1,2,1,1.02,4915
5808,1,1,1,1.02,1458
5809,1,2,1,1.02,5526
5810,1,2,1,1.02,2769
5811,1,2,1,1.02,10141
5812,1,1,1,1.02,8447
5813,1,2,1,1.02,6118
5814,2,2,1,1.02,5157
5815,1,2,1,1.02,10197
5816,1,1,1,1.02,1501
5817,2,2,1,1.02,5948
5818,2,2,1,1.02,5252
5819,2,2,2,1.02,2358
5820,2,2,2,1.02,138
5821,1,1,1,1.02,5355
5822,2,2,2,1.02,10253
5823,1,2,2,1.02,10257
5824,2,2,2,1.02,7729
5825,1,2,1,1.02,3353
5826,2,2,2,1.02,10234
5827,1,1,1,1.02,5522
5828,1,1,1,1.02,10319
5829,1,1,1,1.02,1581
5830,2,2,2,1.02,7099
5831,2,2,1,1.02,1594
5832,2,2,1,1.02,5519
5833,2,2,2,1.02,8460
5834,1,1,1,1.02,6008
5835,2,2,2,1.02,6067
5836,2,2,1,1.02,10183
5837,2,2,1,1.02,1664
5838,2,2,1,1.02,5465
5839,2,2,1,1.02,8581
5840,2,2,1,1.02,10504
5841,1,1,1,1.02,6357
5842,2,2,2,1.02,1929
5843,2,2,1,1.02,639
5844,1,2,1,1.02,3326
5845,1,2,1,1.02,2827
5846,1,2,1,1.02,7876
5847,1,2,1,1.02,8626
5848,1,1,1,1.02,6814
5849,1,2,2,1.02,3481
5850,2,2,1,1.02,4828
5851,1,2,1,1.02,1353
5852,3,3,3,1.02,2552
5853,1,1,1,1.02,10650
5854,1,2,1,1.02,3646
5855,1,1,1,1.02,7247
5856,2,2,1,1.02,10468
5857,1,1,1,1.02,10677
5858,1,1,1,1.02,8360
5859,1,2,1,1.02,2149
5860,2,2,2,1.02,155
5861,1,1,1,1.02,7629
5862,3,3,3,1.02,5650
5863,2,2,2,1.02,2230
5864,2,2,1,1.02,8053
5865,2,2,1,1.02,6499
5866,1,1,1,1.02,6913
5867,2,2,2,1.02,7486
5868,1,2,1,1.02,7639
5869,2,2,2,1.02,7228
5870,1,2,1,1.02,8750
5871,2,2,1,1.02,8759
5872,1,2,2,1.02,1964
5873,2,2,1,1.02,7645
5874,1,1,1,1.02,1976
5875,1,2,1,1.02,7004
5876,1,1,1,1.02,8775
5877,1,2,2,1.02,1276
5878,2,2,1,1.02,2501
5879,2,2,2,1.02,7652
5880,1,2,1,1.02,4873
5881,1,2,2,1.02,6324
5882,2,2,1,1.02,4396
5883,1,2,2,1.02,759
5884,2,2,2,1.02,7956
5885,2,2,1,1.02,2116
5886,2,2,2,1.02,9154
5887,2,2,2,1.02,7798
5888,1,1,1,1.02,774
5889,1,1,1,1.02,2145
5890,1,1,1,1.02,7504
5891,1,2,2,1.02,4767
5892,1,2,1,1.02,2180
5893,2,2,2,1.02,784
5894,2,2,1,1.02,8916
5895,2,2,1,1.02,2253
5896,2,2,1,1.02,7078
5897,2,2,1,1.02,7999
5898,2,2,2,1.02,8952
5899,2,2,1,1.02,6283
5900,2,2,1,1.02,8012
5901,2,2,1,1.02,8998
5902,2,2,1,1.02,6645
5903,1,1,1,1.02,4327
5904,1,2,1,1.02,3599
5905,2,2,1,1.02,2445
5906,2,2,2,1.02,2729
5907,1,1,1,1.02,193
5908,2,2,2,1.02,2483
5909,2,2,2,1.02,3273
5910,3,3,1,1.02,2510
5911,2,2,2,1.02,9086
5912,2,2,2,1.02,890
5913,2,2,2,1.02,2523
5914,1,1,1,1.02,2527
5915,2,2,1,1.02,9109
5916,1,1,1,1.02,8058
5917,1,2,1,1.02,4903
5918,1,1,1,1.02,2581
5919,2,2,2,1.02,2643
5920,2,2,1,1.02,5099
5921,2,2,1,1.02,9841
5922,2,2,1,1.02,5265
5923,1,1,1,1.02,930
5924,1,2,2,1.02,6185
5925,1,2,1,1.02,4045
5926,2,2,1,1.02,9160
5927,2,2,1,1.02,9178
5928,2,2,1,1.02,9184
5929,2,2,1,1.02,8350
5930,2,2,1,1.02,6339
5931,2,2,1,1.02,3466
5932,1,2,1,1.02,2738
5933,2,2,2,1.02,5558
5934,1,2,1,1.02,500
5935,2,2,2,1.02,1238
5936,1,2,2,1.02,9218
5937,1,2,1,1.02,10623
5938,2,2,1,1.02,2785
5939,1,2,1,1.02,3641
5940,1,2,1,1.02,3033
5941,1,3,1,1.02,5811
5942,3,3,3,1.02,1570
5943,1,2,1,1.02,6778
5944,1,2,2,1.02,2846
5945,1,1,1,1.02,8
5946,2,2,2,1.02,9259
5947,1,1,1,1.02,2884
5948,1,1,1,1.02,7376
5949,2,2,2,1.02,8140
5950,1,2,1,1.02,9337
5951,2,2,2,1.02,8143
5952,1,1,1,1.02,1042
5953,1,2,1,1.02,1044
5954,2,2,1,1.02,7716
5955,3,3,1,1.02,4503
5956,2,2,1,1.02,1052
5957,2,2,1,1.02,8170
5958,1,2,1,1.02,5733
5959,1,1,1,1.02,9418
5960,2,2,1,1.02,6409
5961,1,2,1,1.02,239
5962,2,2,1,1.02,9430
5963,1,2,1,1.02,3245
5964,2,2,2,1.02,457
5965,2,2,2,1.02,4459
5966,1,2,2,1.02,9492
5967,2,2,2,1.02,8220
5968,1,1,1,1.02,1127
5969,2,2,1,1.02,3543
5970,2,2,1,1.02,9834
5971,1,1,1,1.02,4125
5972,2,2,1,1.02,3835
5973,2,2,1,1.02,7154
5974,1,1,1,1.02,9577
5975,2,2,2,1.02,5103
5976,2,2,2,1.02,10525
5977,1,1,1,1.02,8570
5978,1,2,1,1.02,5554
5979,1,1,1,1.02,1182
5980,1,2,1,1.02,3387
5981,1,1,1,1.019,3757
5982,2,2,2,1.019,9660
5983,2,2,2,1.019,4373
5984,1,1,1,1.019,3858
5985,2,2,2,1.019,4223
5986,1,2,1,1.019,9721
5987,2,2,2,1.019,3496
5988,1,1,1,1.019,3976
5989,2,2,1,1.019,7764
5990,2,2,1,1.019,8300
5991,1,1,1,1.019,7571
5992,1,1,1,1.019,9754
5993,1,1,1,1.019,4013
5994,2,2,2,1.019,5476
5995,1,2,1,1.019,9785
5996,1,2,1,1.019,7575
5997,2,2,1,1.019,9791
5998,2,2,1,1.019,6717
5999,2,2,2,1.019,1153
6000,1,2,2,1.019,1413
6001,1,1,1,1.019,3744
6002,2,2,2,1.019,4525
6003,2,2,2,1.019,4171
6004,1,1,1,1.019,9858
6005,1,1,1,1.019,9874
6006,2,2,1,1.019,9882
6007,2,2,1,1.019,6414
6008,1,2,1,1.019,3036
6009,1,2,1,1.019,9907
6010,2,2,1,1.019,4386
6011,1,1,1,1.019,4383
6012,1,1,1,1.019,9926
6013,1,1,1,1.019,4407
6014,2,2,2,1.019,1740
6015,2,2,2,1.019,4515
6016,2,2,1,1.019,6220
6017,1,2,1,1.019,7593
6018,2,2,1,1.019,4883
6019,2,2,1,1.019,1747
6020,1,1,1,1.019,10064
6021,2,3,1,1.019,7050
6022,2,2,2,1.019,7815
6023,1,2,1,1.019,10152
6024,1,2,1,1.019,5253
6025,2,2,1,1.019,1807
6026,1,1,1,1.019,4918
6027,2,2,1,1.019,8437
6028,2,2,1,1.019,5920
6029,1,1,1,1.019,5144
6030,2,2,2,1.019,1493
6031,1,1,1,1.019,5161
6032,2,2,1,1.019,10220
6033,2,2,1,1.019,10221
6034,1,2,1,1.019,5364
6035,1,2,2,1.019,8503
6036,1,1,1,1.019,10297
6037,1,1,1,1.019,5646
6038,1,1,1,1.019,319
6039,2,2,1,1.019,7039
6040,3,3,3,1.019,626
6041,1,2,1,1.019,1786
6042,2,2,2,1.019,8546
6043,1,2,1,1.019,6570
6044,1,2,1,1.019,6044
6045,1,1,1,1.019,1647
6046,2,2,2,1.019,8563
6047,2,2,1,1.019,1654
6048,2,2,2,1.019,1671
6049,2,2,1,1.019,1681
6050,1,1,1,1.019,7866
6051,1,2,1,1.019,8604
6052,1,1,1,1.019,10545
6053,1,2,1,1.019,8618
6054,2,2,1,1.019,7872
6055,1,1,1,1.019,1756
6056,1,1,1,1.019,8655
6057,1,2,1,1.019,8662
6058,2,2,2,1.019,669
6059,1,1,1,1.019,3088
6060,2,3,1,1.019,1660
6061,1,2,1,1.019,1845
6062,2,2,2,1.019,1868
6063,2,2,1,1.019,8709
6064,1,2,1,1.019,7407
6065,2,2,2,1.019,4213
6066,1,2,2,1.019,4277
6067,1,2,1,1.019,8739
6068,2,2,1,1.019,8753
6069,1,2,1,1.019,8765
6070,2,2,2,1.019,5793
6071,2,3,1,1.019,8777
6072,2,2,2,1.019,7492
6073,2,2,1,1.019,1987
6074,1,1,1,1.019,6063
6075,1,2,1,1.019,7938
6076,2,2,1,1.019,7939
6077,1,2,1,1.019,2007
6078,1,2,2,1.019,8789
6079,1,2,1,1.019,3145
6080,1,1,1,1.019,8811
6081,2,2,2,1.019,8814
6082,2,2,1,1.019,6058
6083,1,1,1,1.019,5396
6084,1,1,1,1.019,972
6085,1,2,2,1.019,8847
6086,2,2,1,1.019,2091
6087,2,2,2,1.019,4345
6088,1,2,2,1.019,8865
6089,2,2,1,1.019,6751
6090,2,2,1,1.019,8872
6091,2,2,1,1.019,8882
6092,2,2,1,1.019,3340
6093,1,2,1,1.019,8906
6094,1,2,1,1.019,2190
6095,2,2,1,1.019,4465
6096,2,2,1,1.019,7983
6097,1,1,1,1.019,10679
6098,2,2,2,1.019,8944
6099,2,2,2,1.019,9447
6100,2,2,1,1.019,8960
6101,1,1,1,1.019,2294
6102,1,1,1,1.019,2296
6103,2,2,2,1.019,8980
6104,2,2,2,1.019,9000
6105,2,2,1,1.019,1792
6106,1,1,1,1.019,2372
6107,2,2,1,1.019,4944
6108,1,2,2,1.019,9014
6109,2,2,1,1.019,5657
6110,1,1,1,1.019,854
6111,2,2,1,1.019,9043
6112,1,1,1,1.019,95
6113,2,2,1,1.019,330
6114,2,2,1,1.019,2448
6115,2,2,1,1.019,7513
6116,2,2,1,1.019,824
6117,2,2,2,1.019,6004
6118,1,1,1,1.019,9642
6119,1,2,1,1.019,9079
6120,2,2,1,1.019,2513
6121,2,2,2,1.019,6349
6122,1,2,1,1.019,8056
6123,2,2,2,1.019,396
6124,3,3,3,1.019,9113
6125,1,1,1,1.019,10101
6126,2,2,2,1.019,2583
6127,1,1,1,1.019,9576
6128,2,2,1,1.019,2601
6129,1,1,1,1.019,4231
6130,1,1,1,1.019,5416
6131,2,2,2,1.019,2632
6132,1,1,1,1.019,2637
6133,2,2,1,1.019,5127
6134,1,2,1,1.019,943
6135,2,2,1,1.019,412
6136,2,2,1,1.019,1695
6137,2,2,1,1.019,9230
6138,2,2,1,1.019,9238
6139,2,2,2,1.019,2031
6140,1,2,1,1.019,6075
6141,1,2,1,1.019,3423
6142,1,1,1,1.019,5070
6143,2,2,2,1.019,425
6144,1,3,1,1.019,7814
6145,2,2,1,1.019,9311
6146,1,1,1,1.019,434
6147,1,1,1,1.019,2982
6148,1,1,1,1.019,8141
6149,1,1,1,1.019,2990
6150,2,2,1,1.019,1029
6151,1,1,1,1.019,10369
6152,2,2,1,1.019,6147
6153,2,2,1,1.019,5517
6154,1,2,1,1.019,1051
6155,1,1,1,1.019,931
6156,2,2,1,1.019,8179
6157,2,2,1,1.019,9429
6158,1,1,1,1.019,9433
6159,2,2,1,1.019,240
6160,1,2,1,1.019,8182
6161,2,3,2,1.019,8184
6162,2,2,1,1.019,3209
6163,1,1,1,1.019,10592
6164,1,1,1,1.019,10624
6165,2,2,2,1.019,9488
6166,2,2,2,1.019,3336
6167,1,2,1,1.019,4388
6168,2,2,2,1.019,8232
6169,2,2,1,1.019,9538
6170,1,2,1,1.019,7550
6171,2,2,1,1.019,3453
6172,2,2,1,1.019,1144
6173,1,1,1,1.019,9400
6174,1,2,2,1.019,2628
6175,2,2,1,1.019,9607
6176,1,2,1,1.019,3279
6177,2,2,1,1.019,8261
6178,1,2,1,1.019,3699
6179,1,1,1,1.018,3730
6180,2,2,1,1.018,373
6181,2,2,2,1.018,6440
6182,2,2,1,1.018,3792
6183,1,1,1,1.018,8257
6184,2,2,1,1.018,7566
6185,1,1,1,1.018,9700
6186,2,2,1,1.018,3914
6187,2,2,1,1.018,840
6188,1,1,1,1.018,2857
6189,2,2,1,1.018,6579
6190,2,2,1,1.018,4024
6191,1,1,1,1.018,213
6192,2,2,2,1.018,9775
6193,2,2,2,1.018,1279
6194,2,2,1,1.018,5178
6195,2,2,2,1.018,9465
6196,1,2,1,1.018,9876
6197,1,1,1,1.018,4268
6198,2,2,2,1.018,9969
6199,1,2,1,1.018,2822
6200,2,2,2,1.018,1033
6201,2,2,2,1.018,4344
6202,2,2,2,1.018,5339
6203,1,2,1,1.018,535
6204,1,2,1,1.018,4425
6205,1,1,1,1.018,9956
6206,1,1,1,1.018,4477
6207,1,1,1,1.018,9997
6208,1,1,1,1.018,10024
6209,1,2,1,1.018,360
6210,1,1,1,1.018,4632
6211,2,2,1,1.018,557
6212,1,1,1,1.018,6560
6213,2,2,1,1.018,2444
6214,1,1,1,1.018,10073
6215,2,2,2,1.018,6887
6216,1,1,1,1.018,6202
6217,1,2,1,1.018,8432
6218,2,2,1,1.018,10109
6219,2,2,2,1.018,1454
6220,1,2,1,1.018,1336
6221,2,2,1,1.018,5053
6222,2,2,1,1.018,8450
6223,2,2,1,1.018,9199
6224,1,1,1,1.018,10168
6225,1,2,1,1.018,136
6226,2,2,1,1.018,7826
6227,2,2,1,1.018,7825
6228,1,1,1,1.018,10218
6229,1,2,1,1.018,5752
6230,1,1,1,1.018,5233
6231,1,2,1,1.018,1522
6232,2,2,2,1.018,6152
6233,1,1,1,1.018,5410
6234,1,2,2,1.018,5422
6235,1,1,1,1.018,10285
6236,1,1,1,1.018,5468
6237,1,1,1,1.018,10298
6238,1,2,1,1.018,8024
6239,1,1,1,1.018,1578
6240,1,2,1,1.018,615
6241,1,1,1,1.018,10350
6242,1,1,1,1.018,5786
6243,1,2,1,1.018,5867
6244,2,2,1,1.018,627
6245,1,1,1,1.018,2181
6246,1,2,1,1.018,10422
6247,1,1,1,1.018,6057
6248,1,1,1,1.018,6179
6249,1,1,1,1.018,8077
6250,1,1,1,1.018,6404
6251,1,1,1,1.018,10521
6252,2,2,2,1.018,1455
6253,2,2,1,1.018,643
6254,2,2,1,1.018,6410
6255,1,1,1,1.018,6690
6256,1,1,1,1.018,10601
6257,1,1,1,1.018,0
6258,1,3,1,1.018,2232
6259,2,2,1,1.018,8651
6260,1,2,2,1.018,5552
6261,1,2,1,1.018,257
6262,2,2,2,1.018,7890
6263,1,2,1,1.018,8338
6264,1,1,1,1.018,1811
6265,1,2,1,1.018,8671
6266,1,2,1,1.018,333
6267,2,2,2,1.018,8021
6268,1,1,1,1.018,8690
